,Pseudocode,Description,Label
37,"gcd = integer if a is equal to 0, return b
return gcd ( b modulo a, a )
divTermCount is a new long function with long arguments a, b, c, num, - ( num / ( ( a * b ) / gcd ( a, b ) ) ) ) - ( num / ( ( ( ( a * b ) / gcd ( a, b ) ) ) ) ) - ( num / ( ( (
declare findNthTerm with integers a, b, c, n, low, high = LONG_MAX, mid as arguments, returning integer
while low  high, mid = low + ( high - low ) / 2
if divTermCount ( a, b, c, mid )  n, low = mid + 1
else high = mid
return low
declare integer main ( ), long a = 2, b = 3, c = 5, n = 100
print findNthTerm ( a, b, c, n )
return 0
","Find extra element in the second array | C ++ implementation of the approach ; Function to return the extra element in B [ ] ; To store the result ; Find the XOR of all the element of array A [ ] and array B [ ] ; Driver code
",0
38,"declare calculate_angle with integers n, i, j, k, as arguments, returning integers, returning integers x, y
if i is less than j, set x to j - i
else x = j + n - i
if j is less than k, set y to k - j
else y = k + n - j
ang1 = double with ang1 = ( 180 * x ) / n
ang2 = double with ang2 = ( 180 * y ) / n
ans = double with ans = 180 - ang1 - ang2
return ans
declare integer main ( ) and integer n = 5
a1 = integer with a1 = 1
create integer a2 with a2 = 2
create integer a3 with a3 = 5
print calculate_angle ( n, a1, a2, a3 )
return 0
","Angle between 3 given vertices in a n | C ++ implementation of the approach ; Function that checks whether given angle can be created using any 3 sides ; Initialize x and y ; Calculate the number of vertices between i and j , j and k ; Calculate the angle subtended at the circumference ; Angle subtended at j can be found using the fact that the sum of angles of a triangle is equal to 180 degrees ; Driver code
",1
39,"declare calculate_angle with integers n, i, j, k, as arguments, returning integers, returning integers x, y
if i is less than j, set x to j - i
else x = j + n - i
if j is less than k, set y to k - j
else y = k + n - j
ang1 = double with ang1 = ( 180 * x ) / n
ang2 = double with ang2 = ( 180 * y ) / n
ans = double with ans = 180 - ang1 - ang2
return ans
declare integer main ( ) and integer n = 5
a1 = integer with a1 = 1
create integer a2 with a2 = 2
create integer a3 with a3 = 5
print calculate_angle ( n, a1, a2, a3 )
return 0
","Maximize count of elements that can be selected having minimum difference between their sum and K | C ++ implementation of the above approach ; Function to count maximum number of elements that can be selected ; Sort he array ; Traverse the array ; Add current element to the sum ; IF sum exceeds k ; Increment count ; Return the count ; Driver Code ; Function call
",0
40,"declare void Loss with integer SP, integer P, float loss = 0
loss = ( 2 * P * P * SP) / float ( 100 * 100 - P * P )
print Loss and loss
declare integer variables main and P = 30
Loss ( SP, P )
return 0
","Loss when two items are sold at same price and same percentage profit / loss | C ++ implementation of above approach . ; Function that will find loss ; Driver Code ; Calling Function
",1
41,"declare void Loss with integer SP, integer P, float loss = 0
loss = ( 2 * P * P * SP) / float ( 100 * 100 - P * P )
print Loss and loss
declare integer variables main and P = 30
Loss ( SP, P )
return 0
","Longest Increasing Path in Matrix | CPP program to find longest increasing path in a matrix . ; Return the length of LIP in 2D matrix ; If value not calculated yet . ; If reach bottom left cell , return 1. ; If reach the corner of the matrix . ; If value greater than below cell . ; If value greater than left cell . ; Wrapper function ; Driven Program
",0
42,"create integer spf [ MAXN]
create integer hash1 [ MAXN] with hash1 =  0  0
void function sieve (no args, return void )  spf [ 1 ] = 1
for i = 2 to MAXN exclusive, set spf [ i ] to i
for i = 4 to MAXN exclusive, set spf [ i ] to 2
for i = 3 to MAXN exclusive, if j = i * i, j  MAXN, j += i, if spf [j ] = j, spf [j ] = i
create int getFactorization ( int x) and int temp
while x is not 1 set temp to spf [ x ]
if x modulo temp is 0, increment hash1 [ spf [ x ]]
set x to x / spf [ x ]
while x modulo temp is 0, set x to x / temp
print boolean check ( int x) and temp
while x is not 1 set temp to spf [ x ]
if x modulo temp is 0 and hash1 [ temp] is greater than 1 return false
while x modulo temp is 0, set x to x / temp
return true
create boolean hasValidNum ( int arr [ ], int n ) and sieve ( )
for i = 0 to n exclusive, getFactorization ( arr [ i ] )
return true if check ( arr [ i ] ) is true
return false
declare integer main ( ), integer arr [ ] =  2, 8, 4, 10, 6, 7  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
if hasValidNum ( arr, n ) is true, print Yes
else print No
return 0
","Check for an array element that is co | C ++ implementation of the approach ; Stores smallest prime factor for every number ; Hash to store prime factors count ; Function to calculate SPF ( Smallest Prime Factor ) for every number till MAXN ; Marking smallest prime factor for every number to be itself ; Separately marking spf for every even number as 2 ; Checking if i is prime ; Marking SPF for all numbers divisible by i ; Marking spf [ j ] if it is not previously marked ; Function to store the prime factors after dividing by the smallest prime factor at every step ; Storing the count of prime factors in hash ; Function that returns true if there are no common prime factors between x and other numbers of the array ; Checking whether it common prime factor with other numbers ; Function that returns true if there is an element in the array which is coprime with all the other elements of the array ; Using sieve for generating prime factors ; Checking the common prime factors with other numbers ; Driver code
",1
43,"create integer spf [ MAXN]
create integer hash1 [ MAXN] with hash1 =  0  0
void function sieve (no args, return void )  spf [ 1 ] = 1
for i = 2 to MAXN exclusive, set spf [ i ] to i
for i = 4 to MAXN exclusive, set spf [ i ] to 2
for i = 3 to MAXN exclusive, if j = i * i, j  MAXN, j += i, if spf [j ] = j, spf [j ] = i
create int getFactorization ( int x) and int temp
while x is not 1 set temp to spf [ x ]
if x modulo temp is 0, increment hash1 [ spf [ x ]]
set x to x / spf [ x ]
while x modulo temp is 0, set x to x / temp
print boolean check ( int x) and temp
while x is not 1 set temp to spf [ x ]
if x modulo temp is 0 and hash1 [ temp] is greater than 1 return false
while x modulo temp is 0, set x to x / temp
return true
create boolean hasValidNum ( int arr [ ], int n ) and sieve ( )
for i = 0 to n exclusive, getFactorization ( arr [ i ] )
return true if check ( arr [ i ] ) is true
return false
declare integer main ( ), integer arr [ ] =  2, 8, 4, 10, 6, 7  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
if hasValidNum ( arr, n ) is true, print Yes
else print No
return 0
","Program to check if a matrix is symmetric | Efficient c ++ code for check a matrix is symmetric or not . ; Returns true if mat [ N ] [ N ] is symmetric , else false ; Driver code
",0
44,"declare integer countWays ( integer N)  integer E = ( N * ( N - 1 ) ) / 2
if N is 1 return 0
return pow ( 2, E - 1 )
declare integer main ( ) and integer N = 4
print countWays ( N)
return 0
","Ways to Remove Edges from a Complete Graph to make Odd Edges | C ++ implementation of the approach ; Function to return the number of ways to remove edges from the graph so that odd number of edges are left in the graph ; Total number of edges ; Driver code
",1
45,"declare integer countWays ( integer N)  integer E = ( N * ( N - 1 ) ) / 2
if N is 1 return 0
return pow ( 2, E - 1 )
declare integer main ( ) and integer N = 4
print countWays ( N)
return 0
","Rearrange positive and negative numbers with constant extra space | C ++ program to Rearrange positive and negative numbers in a array ; Function to print an array ; Function to reverse an array . An array can be reversed in O ( n ) time and O ( 1 ) space . ; Merges two subarrays of arr [ ] . First subarray is arr [ l . . m ] Second subarray is arr [ m + 1. . r ] ; Initial index of 1 st subarray ; Initial index of IInd ; arr [ i . . m ] is positive ; arr [ j . . r ] is positive reverse positive part of left sub - array ( arr [ i . . m ] ) ; reverse negative part of right sub - array ( arr [ m + 1. . j - 1 ] ) ; reverse arr [ i . . j - 1 ] ; Function to Rearrange positive and negative numbers in a array ; Same as ( l + r ) / 2 , but avoids overflow for large l and h ; Sort first and second halves ; Driver code
",0
46,"create integer l with size 1001 ] [ 1001 ] =  0  ;
initialize = void, l = l = l = l = 0, 0 = 0 = 1
for i = 1 to 1001 exclusive, l [ i ] [ 0 ] = 1
for j = 1 to i + 1 exclusive, l [ i ] [ j ] = ( l [ i - 1 ] [ j - 1 ] + l [ i - 1 ] [ j ] )
return l [ n ] [ r ]
declare integer main ( ) and initialize ( )
create integer n with n = 8
r = integer with r = 3
print nCr ( n, r )
","Calculate nCr using Pascal 's Triangle | C ++ implementation of the approach ; Initialize the matrix with 0 ; 0 C0 = 1 ; Set every nCr = 1 where r = 0 ; Value for the current cell of Pascal 's triangle ; Function to return the value of nCr ; Return nCr ; Driver code ; Build the Pascal 's triangle
",1
47,"create integer l with size 1001 ] [ 1001 ] =  0  ;
initialize = void, l = l = l = l = 0, 0 = 0 = 1
for i = 1 to 1001 exclusive, l [ i ] [ 0 ] = 1
for j = 1 to i + 1 exclusive, l [ i ] [ j ] = ( l [ i - 1 ] [ j - 1 ] + l [ i - 1 ] [ j ] )
return l [ n ] [ r ]
declare integer main ( ) and initialize ( )
create integer n with n = 8
r = integer with r = 3
print nCr ( n, r )
","Minimum number of coins to be collected per hour to empty N piles in at most H hours | C ++ program for the above approach ; Function to find the minimum number of coins to be collected per hour to empty N piles in H hours ; Stores the minimum coins to be removed per hour ; Find the maximum array element ; Perform Binary Search ; Store the mid value of the range in K ; Find the total time taken to empty N piles by removing K coins per hour ; If total time does not exceed H ; Otherwise ; Print the required result ; Driver Code ; Function Call
",0
48,"minAbsDiff = integer with minAbsDiff = n modulo 4
if mod is 0 mod is 3 return 0
return 1
declare integer main ( ) and integer n = 5
print minAbsDiff ( n )
return 0
","Closest sum partition ( into two subsets ) of numbers from 1 to n | C ++ implementation of the approach ; Function to return the minimum required absolute difference ; Driver code
",1
49,"minAbsDiff = integer with minAbsDiff = n modulo 4
if mod is 0 mod is 3 return 0
return 1
declare integer main ( ) and integer n = 5
print minAbsDiff ( n )
return 0
","Lexicographically smallest string with given string as prefix | C ++ program for the above approach ; Function to find the whether the string temp starts with str or not ; Base Case ; Check for the corresponding characters in temp & str ; Function to find lexicographic smallest string consisting of the string str as prefix ; Sort the given array string arr [ ] ; If the i - th string contains given string as a prefix , then print the result ; If no string exists then return "" - 1"" ; Driver Code
",0
50,"declare check with integer s, freq = 0, r = integers with freq = 0
while s is not 0, set r to s modulo 10
s = integer ( s / 10 )
increment freq [ r] by 1
xor__ = integer with xor__ = 0
for i = 0 to 10 exclusive, xor__ = xor__ and freq [ i ]
if xor__ is 0, return true
else return false
declare integer main ( ), integer s = 122233
if check ( s ) is true, print Yes and newline
else print No
","Check if the Xor of the frequency of all digits of a number N is zero or not | C ++ implementation of the above approach ; creating a frequency array ; Finding the last digit of the number ; Dividing the number by 10 to eliminate last digit ; counting frequency of each digit ; checking if the xor of all frequency is zero or not ; Driver function
",1
